instant,dteday,weathersit,temp,atemp,hum,windspeed,cnt,month,day,year,day of week,quarter,days passed,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend
4726,20/7/2011,1,0.82,0.8485,0.67,0.1642,382,7,20,2011,3,3,200,0,0,1,0,0,0,0
4727,20/7/2011,1,0.8,0.8333,0.75,0.2239,309,7,20,2011,3,3,200,0,0,1,0,0,0,0
4728,20/7/2011,1,0.8,0.803,0.66,0.1642,242,7,20,2011,3,3,200,0,0,1,0,0,0,0
4729,20/7/2011,1,0.78,0.7727,0.7,0.2239,169,7,20,2011,3,3,200,0,0,1,0,0,0,0
4730,20/7/2011,1,0.76,0.7424,0.75,0.2537,99,7,20,2011,3,3,200,0,0,1,0,0,0,0
4731,21/7/2011,2,0.76,0.7424,0.75,0.194,42,7,21,2011,4,3,201,0,0,0,1,0,0,0
4732,21/7/2011,2,0.74,0.7273,0.84,0.2239,21,7,21,2011,4,3,201,0,0,0,1,0,0,0
4733,21/7/2011,2,0.74,0.7273,0.84,0.2239,6,7,21,2011,4,3,201,0,0,0,1,0,0,0
4734,21/7/2011,2,0.74,0.7121,0.79,0.1343,6,7,21,2011,4,3,201,0,0,0,1,0,0,0
4735,21/7/2011,2,0.72,0.7121,0.84,0.1045,4,7,21,2011,4,3,201,0,0,0,1,0,0,0
4736,21/7/2011,2,0.72,0.7121,0.84,0.1045,18,7,21,2011,4,3,201,0,0,0,1,0,0,0
4737,21/7/2011,2,0.72,0.7121,0.84,0.1045,117,7,21,2011,4,3,201,0,0,0,1,0,0,0
4738,21/7/2011,2,0.74,0.7273,0.84,0.1343,274,7,21,2011,4,3,201,0,0,0,1,0,0,0
4739,21/7/2011,2,0.76,0.7576,0.79,0.1642,381,7,21,2011,4,3,201,0,0,0,1,0,0,0
4740,21/7/2011,2,0.8,0.8182,0.75,0.2537,200,7,21,2011,4,3,201,0,0,0,1,0,0,0
4741,21/7/2011,2,0.82,0.8636,0.71,0.2239,78,7,21,2011,4,3,201,0,0,0,1,0,0,0
4742,21/7/2011,2,0.86,0.8939,0.63,0.2985,106,7,21,2011,4,3,201,0,0,0,1,0,0,0
4743,21/7/2011,1,0.88,0.8939,0.56,0.3284,135,7,21,2011,4,3,201,0,0,0,1,0,0,0
4744,21/7/2011,1,0.88,0.8939,0.56,0.2985,102,7,21,2011,4,3,201,0,0,0,1,0,0,0
4745,21/7/2011,1,0.9,0.8939,0.5,0.3582,147,7,21,2011,4,3,201,0,0,0,1,0,0,0
4746,21/7/2011,1,0.9,0.9242,0.53,0.2537,133,7,21,2011,4,3,201,0,0,0,1,0,0,0
4747,21/7/2011,1,0.92,0.9242,0.48,0.2836,210,7,21,2011,4,3,201,0,0,0,1,0,0,0
4748,21/7/2011,1,0.92,0.9091,0.45,0.2985,414,7,21,2011,4,3,201,0,0,0,1,0,0,0
4749,21/7/2011,1,0.9,0.8939,0.5,0.2836,382,7,21,2011,4,3,201,0,0,0,1,0,0,0
4750,21/7/2011,1,0.86,0.9242,0.67,0.2836,284,7,21,2011,4,3,201,0,0,0,1,0,0,0
4751,21/7/2011,1,0.84,0.8939,0.71,0.2239,237,7,21,2011,4,3,201,0,0,0,1,0,0,0
4752,21/7/2011,1,0.82,0.8939,0.75,0.2239,225,7,21,2011,4,3,201,0,0,0,1,0,0,0
4753,21/7/2011,1,0.82,0.8636,0.71,0.1642,149,7,21,2011,4,3,201,0,0,0,1,0,0,0
4754,21/7/2011,1,0.8,0.8182,0.71,0.1642,113,7,21,2011,4,3,201,0,0,0,1,0,0,0
4755,22/7/2011,1,0.82,0.8333,0.63,0.1343,60,7,22,2011,5,3,202,0,0,0,0,1,0,0
4756,22/7/2011,1,0.8,0.7879,0.63,0,24,7,22,2011,5,3,202,0,0,0,0,1,0,0
4757,22/7/2011,1,0.78,0.803,0.79,0.1343,14,7,22,2011,5,3,202,0,0,0,0,1,0,0
4758,22/7/2011,1,0.78,0.7879,0.75,0.1045,7,7,22,2011,5,3,202,0,0,0,0,1,0,0
4759,22/7/2011,1,0.76,0.7424,0.75,0.1045,13,7,22,2011,5,3,202,0,0,0,0,1,0,0
4760,22/7/2011,1,0.74,0.7121,0.79,0.1045,19,7,22,2011,5,3,202,0,0,0,0,1,0,0
4761,22/7/2011,1,0.76,0.7424,0.75,0.0896,96,7,22,2011,5,3,202,0,0,0,0,1,0,0
4762,22/7/2011,2,0.8,0.803,0.66,0.1045,252,7,22,2011,5,3,202,0,0,0,0,1,0,0
4763,22/7/2011,2,0.84,0.8485,0.63,0.1642,322,7,22,2011,5,3,202,0,0,0,0,1,0,0
4764,22/7/2011,1,0.86,0.8939,0.63,0.0896,208,7,22,2011,5,3,202,0,0,0,0,1,0,0
4765,22/7/2011,1,0.9,0.9242,0.53,0.0896,115,7,22,2011,5,3,202,0,0,0,0,1,0,0
4766,22/7/2011,1,0.9,0.8939,0.5,0.1045,109,7,22,2011,5,3,202,0,0,0,0,1,0,0
4767,22/7/2011,1,0.94,0.9545,0.48,0.1642,115,7,22,2011,5,3,202,0,0,0,0,1,0,0
4768,22/7/2011,1,0.94,0.9848,0.51,0.1642,123,7,22,2011,5,3,202,0,0,0,0,1,0,0
4769,22/7/2011,1,0.96,1,0.48,0.2985,101,7,22,2011,5,3,202,0,0,0,0,1,0,0
4770,22/7/2011,1,0.94,0.9848,0.51,0.2985,133,7,22,2011,5,3,202,0,0,0,0,1,0,0
4771,22/7/2011,3,0.9,0.8333,0.39,0.2985,182,7,22,2011,5,3,202,0,0,0,0,1,0,0
4772,22/7/2011,1,0.88,0.8485,0.47,0.1045,306,7,22,2011,5,3,202,0,0,0,0,1,0,0
4773,22/7/2011,1,0.9,0.8182,0.37,0.1642,284,7,22,2011,5,3,202,0,0,0,0,1,0,0
4774,22/7/2011,2,0.86,0.7879,0.41,0.1045,250,7,22,2011,5,3,202,0,0,0,0,1,0,0
4775,22/7/2011,1,0.84,0.8182,0.56,0,212,7,22,2011,5,3,202,0,0,0,0,1,0,0
4776,22/7/2011,1,0.82,0.803,0.59,0.0896,190,7,22,2011,5,3,202,0,0,0,0,1,0,0
4777,22/7/2011,2,0.84,0.7879,0.49,0.0896,149,7,22,2011,5,3,202,0,0,0,0,1,0,0
4778,22/7/2011,1,0.8,0.7879,0.63,0.194,103,7,22,2011,5,3,202,0,0,0,0,1,0,0
4779,23/7/2011,1,0.82,0.7879,0.56,0,101,7,23,2011,6,3,203,0,0,0,0,0,1,1
4780,23/7/2011,1,0.82,0.7727,0.52,0.1045,70,7,23,2011,6,3,203,0,0,0,0,0,1,1
4781,23/7/2011,1,0.82,0.7727,0.52,0,61,7,23,2011,6,3,203,0,0,0,0,0,1,1
4782,23/7/2011,1,0.78,0.7576,0.66,0.0896,22,7,23,2011,6,3,203,0,0,0,0,0,1,1
4783,23/7/2011,1,0.76,0.7273,0.66,0.1045,9,7,23,2011,6,3,203,0,0,0,0,0,1,1
4784,23/7/2011,1,0.76,0.7121,0.62,0.1343,7,7,23,2011,6,3,203,0,0,0,0,0,1,1
4785,23/7/2011,1,0.8,0.7424,0.52,0.1343,25,7,23,2011,6,3,203,0,0,0,0,0,1,1
4786,23/7/2011,1,0.8,0.7424,0.52,0.1045,45,7,23,2011,6,3,203,0,0,0,0,0,1,1
4787,23/7/2011,1,0.84,0.7879,0.49,0.2537,109,7,23,2011,6,3,203,0,0,0,0,0,1,1
4788,23/7/2011,1,0.84,0.7879,0.49,0.1642,132,7,23,2011,6,3,203,0,0,0,0,0,1,1
4789,23/7/2011,1,0.86,0.7879,0.41,0.2239,198,7,23,2011,6,3,203,0,0,0,0,0,1,1
4790,23/7/2011,1,0.9,0.8182,0.37,0.194,216,7,23,2011,6,3,203,0,0,0,0,0,1,1
4791,23/7/2011,1,0.92,0.8636,0.37,0.1045,235,7,23,2011,6,3,203,0,0,0,0,0,1,1
4792,23/7/2011,1,0.94,0.8788,0.38,0.1642,245,7,23,2011,6,3,203,0,0,0,0,0,1,1
4793,23/7/2011,1,0.92,0.8939,0.42,0,236,7,23,2011,6,3,203,0,0,0,0,0,1,1
4794,23/7/2011,1,0.94,0.8788,0.38,0,215,7,23,2011,6,3,203,0,0,0,0,0,1,1
4795,23/7/2011,1,0.94,0.8788,0.38,0.1343,221,7,23,2011,6,3,203,0,0,0,0,0,1,1
4796,23/7/2011,1,0.94,0.8788,0.38,0.1343,197,7,23,2011,6,3,203,0,0,0,0,0,1,1
4797,23/7/2011,1,0.92,0.8788,0.4,0.2239,196,7,23,2011,6,3,203,0,0,0,0,0,1,1
4798,23/7/2011,2,0.82,0.803,0.59,0.1343,217,7,23,2011,6,3,203,0,0,0,0,0,1,1
4799,23/7/2011,1,0.82,0.803,0.59,0.2239,145,7,23,2011,6,3,203,0,0,0,0,0,1,1
4800,23/7/2011,1,0.82,0.803,0.59,0.2239,154,7,23,2011,6,3,203,0,0,0,0,0,1,1
4801,23/7/2011,1,0.8,0.7727,0.59,0.194,125,7,23,2011,6,3,203,0,0,0,0,0,1,1
4802,23/7/2011,1,0.8,0.7727,0.59,0.1045,104,7,23,2011,6,3,203,0,0,0,0,0,1,1
4803,24/7/2011,1,0.8,0.7727,0.59,0.1045,119,7,24,2011,7,3,204,0,0,0,0,0,0,1
4804,24/7/2011,1,0.78,0.7576,0.66,0.1045,96,7,24,2011,7,3,204,0,0,0,0,0,0,1
4805,24/7/2011,1,0.8,0.7879,0.63,0.0896,60,7,24,2011,7,3,204,0,0,0,0,0,0,1
4806,24/7/2011,1,0.8,0.7879,0.63,0.0896,37,7,24,2011,7,3,204,0,0,0,0,0,0,1
4807,24/7/2011,1,0.78,0.7576,0.66,0.1045,6,7,24,2011,7,3,204,0,0,0,0,0,0,1
4808,24/7/2011,1,0.78,0.7576,0.66,0.0896,8,7,24,2011,7,3,204,0,0,0,0,0,0,1
4809,24/7/2011,2,0.8,0.7879,0.63,0.0896,22,7,24,2011,7,3,204,0,0,0,0,0,0,1
4810,24/7/2011,1,0.8,0.7727,0.59,0.1343,35,7,24,2011,7,3,204,0,0,0,0,0,0,1
4811,24/7/2011,1,0.82,0.7879,0.56,0.2836,104,7,24,2011,7,3,204,0,0,0,0,0,0,1
4812,24/7/2011,1,0.82,0.7879,0.56,0.3881,154,7,24,2011,7,3,204,0,0,0,0,0,0,1
4813,24/7/2011,1,0.86,0.8182,0.5,0.3284,226,7,24,2011,7,3,204,0,0,0,0,0,0,1
4814,24/7/2011,1,0.84,0.803,0.53,0.2537,243,7,24,2011,7,3,204,0,0,0,0,0,0,1
4815,24/7/2011,1,0.9,0.8636,0.45,0.1642,246,7,24,2011,7,3,204,0,0,0,0,0,0,1
4816,24/7/2011,1,0.86,0.803,0.47,0.2239,252,7,24,2011,7,3,204,0,0,0,0,0,0,1
4817,24/7/2011,1,0.86,0.8182,0.5,0.2836,283,7,24,2011,7,3,204,0,0,0,0,0,0,1
4818,24/7/2011,1,0.9,0.8485,0.42,0.2537,238,7,24,2011,7,3,204,0,0,0,0,0,0,1
4819,24/7/2011,1,0.9,0.8485,0.42,0.2537,249,7,24,2011,7,3,204,0,0,0,0,0,0,1
4820,24/7/2011,1,0.9,0.8333,0.39,0.1045,249,7,24,2011,7,3,204,0,0,0,0,0,0,1
4821,24/7/2011,1,0.88,0.8182,0.42,0.1642,243,7,24,2011,7,3,204,0,0,0,0,0,0,1
4822,24/7/2011,1,0.86,0.803,0.47,0.1642,240,7,24,2011,7,3,204,0,0,0,0,0,0,1
4823,24/7/2011,1,0.84,0.7879,0.49,0.1642,195,7,24,2011,7,3,204,0,0,0,0,0,0,1
4824,24/7/2011,1,0.8,0.7879,0.63,0.1343,153,7,24,2011,7,3,204,0,0,0,0,0,0,1
4825,24/7/2011,1,0.78,0.7576,0.66,0,98,7,24,2011,7,3,204,0,0,0,0,0,0,1
4826,24/7/2011,2,0.76,0.7273,0.7,0.0896,50,7,24,2011,7,3,204,0,0,0,0,0,0,1
4827,25/7/2011,2,0.76,0.7273,0.7,0,34,7,25,2011,1,3,205,1,0,0,0,0,0,0
4828,25/7/2011,2,0.76,0.7424,0.75,0.0896,12,7,25,2011,1,3,205,1,0,0,0,0,0,0
4829,25/7/2011,2,0.74,0.7121,0.79,0.0896,6,7,25,2011,1,3,205,1,0,0,0,0,0,0
4830,25/7/2011,1,0.74,0.7121,0.79,0,4,7,25,2011,1,3,205,1,0,0,0,0,0,0
4831,25/7/2011,1,0.72,0.7121,0.84,0.0896,6,7,25,2011,1,3,205,1,0,0,0,0,0,0
4832,25/7/2011,1,0.72,0.7121,0.84,0.0896,24,7,25,2011,1,3,205,1,0,0,0,0,0,0
4833,25/7/2011,2,0.72,0.7121,0.84,0.0896,107,7,25,2011,1,3,205,1,0,0,0,0,0,0
4834,25/7/2011,2,0.74,0.7121,0.79,0,277,7,25,2011,1,3,205,1,0,0,0,0,0,0
4835,25/7/2011,2,0.76,0.7424,0.75,0,387,7,25,2011,1,3,205,1,0,0,0,0,0,0
4836,25/7/2011,1,0.8,0.803,0.66,0,135,7,25,2011,1,3,205,1,0,0,0,0,0,0
4837,25/7/2011,1,0.82,0.803,0.59,0,84,7,25,2011,1,3,205,1,0,0,0,0,0,0
4838,25/7/2011,2,0.84,0.8333,0.59,0.194,107,7,25,2011,1,3,205,1,0,0,0,0,0,0
4839,25/7/2011,2,0.84,0.8333,0.59,0.194,67,7,25,2011,1,3,205,1,0,0,0,0,0,0
4840,25/7/2011,2,0.74,0.7121,0.74,0.1343,78,7,25,2011,1,3,205,1,0,0,0,0,0,0
4841,25/7/2011,2,0.72,0.697,0.79,0.194,90,7,25,2011,1,3,205,1,0,0,0,0,0,0
4842,25/7/2011,1,0.7,0.6667,0.84,0.3881,112,7,25,2011,1,3,205,1,0,0,0,0,0,0
4843,25/7/2011,1,0.7,0.6667,0.84,0.2239,198,7,25,2011,1,3,205,1,0,0,0,0,0,0
4844,25/7/2011,1,0.72,0.697,0.74,0,485,7,25,2011,1,3,205,1,0,0,0,0,0,0
4845,25/7/2011,1,0.74,0.7121,0.74,0.0896,533,7,25,2011,1,3,205,1,0,0,0,0,0,0
4846,25/7/2011,1,0.74,0.697,0.7,0.0896,386,7,25,2011,1,3,205,1,0,0,0,0,0,0
4847,25/7/2011,1,0.72,0.697,0.74,0.1343,302,7,25,2011,1,3,205,1,0,0,0,0,0,0
4848,25/7/2011,1,0.7,0.6667,0.84,0,194,7,25,2011,1,3,205,1,0,0,0,0,0,0
4849,25/7/2011,1,0.7,0.6667,0.84,0,125,7,25,2011,1,3,205,1,0,0,0,0,0,0
4850,25/7/2011,1,0.7,0.6667,0.84,0.0896,87,7,25,2011,1,3,205,1,0,0,0,0,0,0
4851,26/7/2011,1,0.7,0.6667,0.79,0.1045,28,7,26,2011,2,3,206,0,1,0,0,0,0,0
4852,26/7/2011,1,0.7,0.6667,0.79,0.1045,12,7,26,2011,2,3,206,0,1,0,0,0,0,0
4853,26/7/2011,1,0.68,0.6364,0.89,0.1045,7,7,26,2011,2,3,206,0,1,0,0,0,0,0
4854,26/7/2011,1,0.68,0.6364,0.89,0.1343,4,7,26,2011,2,3,206,0,1,0,0,0,0,0
4855,26/7/2011,1,0.68,0.6364,0.88,0.1642,6,7,26,2011,2,3,206,0,1,0,0,0,0,0
4856,26/7/2011,1,0.66,0.5909,0.89,0.0896,27,7,26,2011,2,3,206,0,1,0,0,0,0,0
4857,26/7/2011,1,0.68,0.6364,0.83,0.2239,110,7,26,2011,2,3,206,0,1,0,0,0,0,0
4858,26/7/2011,1,0.72,0.6818,0.66,0.2836,318,7,26,2011,2,3,206,0,1,0,0,0,0,0
4859,26/7/2011,1,0.74,0.6818,0.55,0.194,424,7,26,2011,2,3,206,0,1,0,0,0,0,0
4860,26/7/2011,1,0.76,0.6818,0.4,0.2239,187,7,26,2011,2,3,206,0,1,0,0,0,0,0
4861,26/7/2011,1,0.8,0.697,0.31,0.2239,138,7,26,2011,2,3,206,0,1,0,0,0,0,0
4862,26/7/2011,1,0.82,0.7121,0.3,0,151,7,26,2011,2,3,206,0,1,0,0,0,0,0
4863,26/7/2011,1,0.84,0.7273,0.28,0,147,7,26,2011,2,3,206,0,1,0,0,0,0,0
4864,26/7/2011,1,0.84,0.7273,0.32,0.2985,182,7,26,2011,2,3,206,0,1,0,0,0,0,0
4865,26/7/2011,1,0.86,0.7424,0.3,0.2836,147,7,26,2011,2,3,206,0,1,0,0,0,0,0
4866,26/7/2011,1,0.88,0.7576,0.28,0.3284,163,7,26,2011,2,3,206,0,1,0,0,0,0,0
4867,26/7/2011,1,0.86,0.7576,0.36,0.2836,254,7,26,2011,2,3,206,0,1,0,0,0,0,0
4868,26/7/2011,1,0.86,0.7576,0.36,0.3582,537,7,26,2011,2,3,206,0,1,0,0,0,0,0
4869,26/7/2011,1,0.84,0.7424,0.39,0.3881,546,7,26,2011,2,3,206,0,1,0,0,0,0,0
4870,26/7/2011,1,0.82,0.7424,0.43,0.2985,398,7,26,2011,2,3,206,0,1,0,0,0,0,0
4871,26/7/2011,1,0.8,0.7273,0.46,0.2537,290,7,26,2011,2,3,206,0,1,0,0,0,0,0
4872,26/7/2011,1,0.78,0.7121,0.49,0.2239,267,7,26,2011,2,3,206,0,1,0,0,0,0,0
4873,26/7/2011,1,0.76,0.697,0.55,0.1343,158,7,26,2011,2,3,206,0,1,0,0,0,0,0
4874,26/7/2011,1,0.76,0.7121,0.58,0.1045,89,7,26,2011,2,3,206,0,1,0,0,0,0,0
4875,27/7/2011,2,0.78,0.7121,0.52,0.1642,45,7,27,2011,3,3,207,0,0,1,0,0,0,0
4876,27/7/2011,1,0.78,0.7121,0.49,0.194,10,7,27,2011,3,3,207,0,0,1,0,0,0,0
4877,27/7/2011,1,0.76,0.697,0.52,0.2985,6,7,27,2011,3,3,207,0,0,1,0,0,0,0
4878,27/7/2011,1,0.72,0.6667,0.58,0.1642,4,7,27,2011,3,3,207,0,0,1,0,0,0,0
4879,27/7/2011,1,0.72,0.6667,0.51,0.194,4,7,27,2011,3,3,207,0,0,1,0,0,0,0
4880,27/7/2011,1,0.7,0.6515,0.54,0.2836,18,7,27,2011,3,3,207,0,0,1,0,0,0,0
4881,27/7/2011,1,0.7,0.6515,0.54,0.2239,123,7,27,2011,3,3,207,0,0,1,0,0,0,0
4882,27/7/2011,1,0.72,0.6667,0.48,0.2537,347,7,27,2011,3,3,207,0,0,1,0,0,0,0
4883,27/7/2011,1,0.74,0.6667,0.42,0.2537,433,7,27,2011,3,3,207,0,0,1,0,0,0,0
4884,27/7/2011,1,0.76,0.6667,0.35,0.2537,216,7,27,2011,3,3,207,0,0,1,0,0,0,0
4885,27/7/2011,1,0.78,0.6818,0.33,0,114,7,27,2011,3,3,207,0,0,1,0,0,0,0
4886,27/7/2011,1,0.8,0.697,0.31,0,136,7,27,2011,3,3,207,0,0,1,0,0,0,0
4887,27/7/2011,1,0.82,0.7121,0.3,0.2836,169,7,27,2011,3,3,207,0,0,1,0,0,0,0
4888,27/7/2011,1,0.84,0.7273,0.3,0.3582,180,7,27,2011,3,3,207,0,0,1,0,0,0,0
4889,27/7/2011,1,0.84,0.7273,0.28,0.2239,127,7,27,2011,3,3,207,0,0,1,0,0,0,0
4890,27/7/2011,1,0.86,0.7424,0.26,0.2537,140,7,27,2011,3,3,207,0,0,1,0,0,0,0
4891,27/7/2011,1,0.86,0.7273,0.25,0.1642,268,7,27,2011,3,3,207,0,0,1,0,0,0,0
4892,27/7/2011,1,0.84,0.7121,0.26,0.2239,572,7,27,2011,3,3,207,0,0,1,0,0,0,0
4893,27/7/2011,1,0.82,0.7121,0.28,0.1045,541,7,27,2011,3,3,207,0,0,1,0,0,0,0
4894,27/7/2011,1,0.8,0.697,0.29,0.0896,375,7,27,2011,3,3,207,0,0,1,0,0,0,0
4895,27/7/2011,1,0.76,0.6818,0.45,0.2239,294,7,27,2011,3,3,207,0,0,1,0,0,0,0
4896,27/7/2011,1,0.74,0.6667,0.48,0.1045,245,7,27,2011,3,3,207,0,0,1,0,0,0,0
4897,27/7/2011,1,0.72,0.6667,0.48,0,180,7,27,2011,3,3,207,0,0,1,0,0,0,0
4898,27/7/2011,1,0.74,0.6667,0.45,0.0896,109,7,27,2011,3,3,207,0,0,1,0,0,0,0
4899,28/7/2011,1,0.7,0.6515,0.51,0.1343,45,7,28,2011,4,3,208,0,0,0,1,0,0,0
4900,28/7/2011,1,0.72,0.6667,0.51,0,29,7,28,2011,4,3,208,0,0,0,1,0,0,0
4901,28/7/2011,1,0.72,0.6667,0.54,0.1045,7,7,28,2011,4,3,208,0,0,0,1,0,0,0
4902,28/7/2011,1,0.72,0.6667,0.54,0,5,7,28,2011,4,3,208,0,0,0,1,0,0,0
4903,28/7/2011,1,0.7,0.6515,0.61,0.1045,6,7,28,2011,4,3,208,0,0,0,1,0,0,0
4904,28/7/2011,1,0.7,0.6515,0.65,0.1045,27,7,28,2011,4,3,208,0,0,0,1,0,0,0
4905,28/7/2011,1,0.7,0.6515,0.7,0.0896,116,7,28,2011,4,3,208,0,0,0,1,0,0,0
4906,28/7/2011,1,0.72,0.6818,0.7,0.1642,305,7,28,2011,4,3,208,0,0,0,1,0,0,0
4907,28/7/2011,1,0.74,0.697,0.66,0.1642,456,7,28,2011,4,3,208,0,0,0,1,0,0,0
4908,28/7/2011,1,0.78,0.7424,0.59,0.194,210,7,28,2011,4,3,208,0,0,0,1,0,0,0
4909,28/7/2011,1,0.8,0.7576,0.55,0.2836,116,7,28,2011,4,3,208,0,0,0,1,0,0,0
4910,28/7/2011,1,0.84,0.8182,0.56,0.2836,154,7,28,2011,4,3,208,0,0,0,1,0,0,0
4911,28/7/2011,1,0.84,0.803,0.53,0.2537,186,7,28,2011,4,3,208,0,0,0,1,0,0,0
4912,28/7/2011,1,0.86,0.803,0.47,0.2537,152,7,28,2011,4,3,208,0,0,0,1,0,0,0
4913,28/7/2011,2,0.84,0.7879,0.49,0.2537,138,7,28,2011,4,3,208,0,0,0,1,0,0,0
4914,28/7/2011,1,0.86,0.8182,0.5,0.194,146,7,28,2011,4,3,208,0,0,0,1,0,0,0
4915,28/7/2011,1,0.86,0.803,0.47,0.1642,256,7,28,2011,4,3,208,0,0,0,1,0,0,0
4916,28/7/2011,1,0.84,0.803,0.53,0.194,468,7,28,2011,4,3,208,0,0,0,1,0,0,0
4917,28/7/2011,1,0.84,0.8182,0.56,0.2239,483,7,28,2011,4,3,208,0,0,0,1,0,0,0
4918,28/7/2011,1,0.82,0.803,0.59,0.194,322,7,28,2011,4,3,208,0,0,0,1,0,0,0
4919,28/7/2011,1,0.8,0.7879,0.63,0.194,270,7,28,2011,4,3,208,0,0,0,1,0,0,0
4920,28/7/2011,1,0.78,0.7576,0.66,0.2836,196,7,28,2011,4,3,208,0,0,0,1,0,0,0
4921,28/7/2011,1,0.76,0.7273,0.7,0.2537,174,7,28,2011,4,3,208,0,0,0,1,0,0,0
4922,28/7/2011,1,0.76,0.7424,0.75,0.194,123,7,28,2011,4,3,208,0,0,0,1,0,0,0
4923,29/7/2011,1,0.74,0.7121,0.79,0.1642,57,7,29,2011,5,3,209,0,0,0,0,1,0,0
4924,29/7/2011,1,0.74,0.7121,0.79,0.1343,34,7,29,2011,5,3,209,0,0,0,0,1,0,0
4925,29/7/2011,1,0.74,0.7121,0.79,0,13,7,29,2011,5,3,209,0,0,0,0,1,0,0
4926,29/7/2011,1,0.74,0.7121,0.79,0,11,7,29,2011,5,3,209,0,0,0,0,1,0,0
4927,29/7/2011,1,0.72,0.7121,0.84,0.1343,6,7,29,2011,5,3,209,0,0,0,0,1,0,0
4928,29/7/2011,1,0.72,0.7121,0.84,0,27,7,29,2011,5,3,209,0,0,0,0,1,0,0
4929,29/7/2011,2,0.72,0.7121,0.84,0,90,7,29,2011,5,3,209,0,0,0,0,1,0,0
4930,29/7/2011,2,0.74,0.7121,0.79,0.0896,254,7,29,2011,5,3,209,0,0,0,0,1,0,0
4931,29/7/2011,2,0.76,0.7727,0.77,0,384,7,29,2011,5,3,209,0,0,0,0,1,0,0
4932,29/7/2011,1,0.86,0.803,0.47,0.2537,179,7,29,2011,5,3,209,0,0,0,0,1,0,0
4933,29/7/2011,1,0.9,0.8485,0.42,0.2836,106,7,29,2011,5,3,209,0,0,0,0,1,0,0
4934,29/7/2011,1,0.92,0.8788,0.4,0.2985,161,7,29,2011,5,3,209,0,0,0,0,1,0,0
4935,29/7/2011,1,0.96,0.8636,0.31,0.2836,135,7,29,2011,5,3,209,0,0,0,0,1,0,0
4936,29/7/2011,1,0.94,0.8333,0.31,0,156,7,29,2011,5,3,209,0,0,0,0,1,0,0
4937,29/7/2011,1,0.96,0.8636,0.3,0.2239,148,7,29,2011,5,3,209,0,0,0,0,1,0,0
4938,29/7/2011,1,0.96,0.8636,0.3,0.2537,169,7,29,2011,5,3,209,0,0,0,0,1,0,0
4939,29/7/2011,1,0.96,0.8636,0.3,0.3881,233,7,29,2011,5,3,209,0,0,0,0,1,0,0
4940,29/7/2011,1,0.96,0.8636,0.3,0.2985,421,7,29,2011,5,3,209,0,0,0,0,1,0,0
4941,29/7/2011,1,0.92,0.8636,0.37,0.3284,362,7,29,2011,5,3,209,0,0,0,0,1,0,0
4942,29/7/2011,1,0.9,0.8485,0.42,0.2239,241,7,29,2011,5,3,209,0,0,0,0,1,0,0
4943,29/7/2011,1,0.86,0.7879,0.41,0.3284,206,7,29,2011,5,3,209,0,0,0,0,1,0,0
4944,29/7/2011,1,0.82,0.7576,0.46,0.1642,163,7,29,2011,5,3,209,0,0,0,0,1,0,0
4945,29/7/2011,1,0.8,0.7424,0.49,0.2239,174,7,29,2011,5,3,209,0,0,0,0,1,0,0
4946,29/7/2011,1,0.78,0.7121,0.52,0.1045,116,7,29,2011,5,3,209,0,0,0,0,1,0,0
4947,30/7/2011,1,0.76,0.697,0.55,0.194,133,7,30,2011,6,3,210,0,0,0,0,0,1,1
4948,30/7/2011,1,0.76,0.697,0.55,0.0896,90,7,30,2011,6,3,210,0,0,0,0,0,1,1
4949,30/7/2011,1,0.76,0.697,0.55,0.1045,42,7,30,2011,6,3,210,0,0,0,0,0,1,1
4950,30/7/2011,1,0.74,0.6818,0.62,0.1642,43,7,30,2011,6,3,210,0,0,0,0,0,1,1
4951,30/7/2011,1,0.72,0.6818,0.66,0.1642,10,7,30,2011,6,3,210,0,0,0,0,0,1,1
4952,30/7/2011,1,0.72,0.6818,0.7,0.2836,13,7,30,2011,6,3,210,0,0,0,0,0,1,1
4953,30/7/2011,1,0.72,0.6818,0.7,0.2985,24,7,30,2011,6,3,210,0,0,0,0,0,1,1
4954,30/7/2011,1,0.76,0.7273,0.66,0.194,42,7,30,2011,6,3,210,0,0,0,0,0,1,1
4955,30/7/2011,1,0.78,0.7424,0.59,0.2239,114,7,30,2011,6,3,210,0,0,0,0,0,1,1
4956,30/7/2011,1,0.82,0.7576,0.46,0.2985,174,7,30,2011,6,3,210,0,0,0,0,0,1,1
4957,30/7/2011,1,0.82,0.7424,0.41,0.2985,261,7,30,2011,6,3,210,0,0,0,0,0,1,1
4958,30/7/2011,1,0.84,0.7424,0.36,0.194,317,7,30,2011,6,3,210,0,0,0,0,0,1,1
4959,30/7/2011,1,0.84,0.7273,0.32,0.1642,341,7,30,2011,6,3,210,0,0,0,0,0,1,1
4960,30/7/2011,1,0.88,0.7576,0.29,0,308,7,30,2011,6,3,210,0,0,0,0,0,1,1
4961,30/7/2011,1,0.9,0.7879,0.29,0,305,7,30,2011,6,3,210,0,0,0,0,0,1,1
4962,30/7/2011,1,0.9,0.803,0.31,0.1343,302,7,30,2011,6,3,210,0,0,0,0,0,1,1
4963,30/7/2011,1,0.9,0.7879,0.27,0.2239,302,7,30,2011,6,3,210,0,0,0,0,0,1,1
